-81.4838315,30.6465602
-81.472208,30.6661874
-81.5194946,30.8066982
-81.4586345,30.6886359
-81.4937684,30.7913042
-81.4896951,30.7962484
-81.4903707,30.7282282
-81.5049681,30.7967469
-81.4903064,30.8000223
-81.4849798,30.6440913
-81.50515,30.6670667
-81.5047833,30.66665
-81.4842166,30.6633642
-81.4684046,30.6701201
-81.4772779,30.6642637
-81.496249,30.7923208
-81.4912605,30.8035329
-81.489966,30.8123568
-81.5184437,30.8051084
-81.522813,30.8116179
-81.5215321,30.8119346
-81.5201934,30.8106383
-81.4920227,30.7934298
-81.4843164,30.6656961
-81.4932565,30.7892262
-81.4876669,30.6418706
-81.5148697,30.8027186
-81.4910499,30.7841289
-81.511034,30.800707
-81.5197656,30.8036803
-81.4613461,30.5231647
-77.0793238,35.162557
-77.0252235,35.0885761
-76.9641786,35.0527788
-76.9650333,35.0552667
-76.8101233,34.9408595
-77.069012,35.1450435
-77.0901849,35.1781095
-77.0595773,35.1426661
-77.0738776,35.0715118
-76.6858104,34.8947974
-76.6867784,34.8900123
-77.0765717,35.157046
-77.0519817,35.1383245
-77.0763977,35.1538137
-77.0332537,35.105397
-77.0449134,35.1238715
-77.0787162,35.0692348
-77.0670673,35.0742919
-77.1049416,35.0737292
-77.1074919,35.0715926
-77.1140678,35.0751744
-76.6817717,34.9570233
-76.6912205,35.0150506
-76.695924,35.0172775
-76.6990991,35.0220009
-76.6849358,35.0250032
-76.7536968,34.9332574
-76.7378704,35.1463584
-76.729982,35.1470325
-76.7364373,35.1473746
-77.0981541,35.0732507
-77.1302789,35.0747938
-77.1231692,35.0787601
-77.0527033,35.0851
-77.1010417,35.075545
-76.6331028,35.0563775
-76.6390899,35.0562103
-76.8466331,34.9399458
-76.8196592,34.9701603
-76.8531737,34.9387856
-77.0152114,35.0804058
-76.9532955,35.0083647
-76.8070066,34.9662485
-76.8096241,34.9460163
-76.808623,34.9651386
-77.0576447,35.0800867
-76.6545561,35.0385527
-76.6598239,34.9435411
-76.6573132,34.9251835
-76.6402195,35.0570463
-76.8896987,34.9500215
-76.8536059,34.9390477
-76.6957521,35.1482563
-76.7503278,34.9877015
-76.6351135,35.0560618
-76.678945,35.157046
-76.6666951,35.041365
-76.8959199,34.9526985
-76.9003203,34.9522932
-76.6818034,35.0301239
-76.943437,34.9993798
-76.9064179,34.9447436
-76.6822522,35.0305946
-76.702542,35.0282687
-76.7080668,35.0250795
-76.6858492,35.0228937
-76.7042157,35.0237454
-76.6984791,35.0194344
-76.7393029,35.1415802
-76.7455826,35.1396399
-76.9568479,35.0490097
-77.0997191,35.1923693
-77.0943013,35.1817619
-77.0893764,35.1670679
-76.7595232,34.9235056
-77.0475053,35.133152
-77.1136107,35.198663
-76.658011,35.0391763
-76.6836648,35.0265257
-77.0847417,35.069975
-77.008442,35.0804381
-77.033547,35.1024696
-76.9639273,35.055255
-76.8092125,34.9419242
-77.0060384,35.0799193
-76.9837688,35.0435433
-77.0681991,35.1450583
-77.0668264,35.1441978
-77.0598351,35.1419983
-77.0877422,35.1647605
-77.0743502,35.1598288
-77.0622621,35.1427266
-76.9025918,34.9527004
-77.0842592,35.1632873
-76.6658784,35.0403968
-77.132274,35.07073
-76.7197633,35.1418537
-77.0122085,35.0808903
-76.9669439,35.0563506
-76.7588228,34.918374
-76.6831792,34.8987075
-76.6747635,34.9520907
-76.6961006,34.9749985
-76.6605904,35.0088527
-76.6600119,34.918068
-76.6809078,34.9642796
-76.684897,34.8983967
-76.6654509,34.9115852
-76.6675829,34.9473053
-76.6744898,34.9031542
-76.6681215,34.9051833
-77.0878487,35.0700359
-76.7137825,35.1420505
-76.7082454,35.1424262
-77.0461226,35.1284094
-76.7268829,35.1497881
-76.7569212,34.9153317
-77.0641364,35.1433911
-76.8193814,34.9686325
-76.8517554,34.9389974
-76.8000713,34.9601867
-77.0714413,35.1462369
-77.0560179,35.1403485
-77.0497802,35.1357468
-77.0724886,35.1457207
-76.808905,34.9473717
-76.6416203,35.058161
-76.7585855,34.9196732
-76.8879686,34.9510745
-76.6424563,35.0584582
-76.7247589,35.1494351
-76.9598403,35.0144436
-76.6378473,35.0561547
-76.891218,34.9510294
-76.8967798,34.952646
-76.9694779,35.0232775
-76.6626131,35.0397662
-76.8652806,34.9971667
-76.7060829,35.0247882
-76.7015892,35.0253571
-76.6860416,35.0234041
-76.6993233,35.0188352
-77.1191828,35.2042926
-76.8097058,34.9634725
-76.9503995,35.0561244
-77.1056803,35.1918619
-77.1096575,35.1954831
-77.0865214,35.1746084
-77.0955039,35.187287
-77.075775,35.1472498
-77.0349916,35.1140269
-77.0619888,35.0758452
-76.6573822,34.9381964
-76.6545942,34.9306661
-76.6519556,34.9331964
-78.0201502,33.9146422
-78.0208739,33.9003728
-78.0209064,33.9008269
-78.0020167,33.8776028
-78.0018283,33.8777928
-78.0027685,33.8762852
-78.3556449,33.9103621
-78.3428736,33.9126555
-78.336624,33.9138148
-78.3295757,33.9144068
-78.4751083,33.8890383
-78.454549,33.8925632
-78.4442531,33.8947593
-78.4675222,33.8903922
-78.4266468,33.8980127
-78.4307914,33.8967753
-78.4610792,33.89126
-78.4023649,33.9034217
-78.4179419,33.8996179
-78.3892569,33.9045972
-78.4909717,33.8863287
-78.3158554,33.9154688
-78.3230053,33.9149642
-78.3697934,33.9116507
-78.2901891,33.9159568
-78.2803824,33.9159731
-78.2703755,33.9159977
-78.3758635,33.9134695
-78.4856702,33.8877083
-78.373706,33.9129134
-78.3657081,33.9101289
-78.2616922,33.9179799
-78.2553817,33.9187776
-78.2425708,33.9203431
-78.2126421,33.9212544
-78.2047177,33.9206889
-78.2201631,33.9369306
-78.1973703,33.9192069
-77.8795152,34.0928691
-77.8769794,34.0983346
-77.875895,34.1030561
-77.8737483,34.1089283
-77.8704097,34.1186321
-77.8688158,34.1226067
-77.8658932,34.1291598
-77.8804929,34.0871099
-79.0215044,33.5547896
-79.0256398,33.5553845
-79.0601235,33.6698098
-79.0619498,33.685952
-79.1965947,33.4252475
-78.5534717,33.8571676
-79.0513856,33.6973677
-78.8196177,33.7637348
-78.7353692,33.8050949
-78.6993801,33.8293373
-78.23164,33.9216767
-78.2288831,33.9222113
-78.2161042,33.9247013
-78.2150097,33.9231056
-78.2259385,33.9234797
-78.21974,33.9255848
-78.2229309,33.9241605
-78.2150794,33.9267316
-78.5689709,33.8821718
-78.5702063,33.8807085
-78.7111572,33.8252449
-78.5982726,33.8725584
-78.5711962,33.8791309
-78.5887248,33.8737281
-78.5817292,33.8749644
-78.5687664,33.8573083
-78.5610547,33.8546461
-78.5770398,33.874655
-78.705794,33.8278307
-78.7076378,33.8268852
-78.5678829,33.8643284
-78.5458783,33.8730717
-78.5402878,33.8757278
-78.5511999,33.870311
-78.5642822,33.8855277
-78.5661177,33.8852206
-78.6082924,33.8699009
-78.5716599,33.8707743
-78.5622096,33.8652966
-78.5681099,33.883366
-78.5730764,33.867792
-78.5739958,33.8650609
-78.5730935,33.8603201
-78.5473937,33.8515974
-78.5454788,33.8520987
-78.2180907,33.9242105
-78.1930972,33.9240756
-78.5531829,33.8562828
-79.2398978,33.3848839
-78.3952401,33.9043029
