33.88092,-78.51329,16.6,2014-05-23,17:10:40,2,CDE - Altair
33.88092,-78.51325,17.3,2012-11-02,13:40:39,2,C7C - Altair
33.88093,-78.51385,12.8,2013-06-17,12:24:23,0,1A1 - Marina Life
33.88093,-78.51357,16.6,2011-11-11,16:15:30,2,C7C - Altair
33.88093,-78.51340,18.8,2012-05-21,12:21:52,2,C7C - Altair
33.88093,-78.51337,16.0,2013-04-14,11:48:08,2,C7C - Altair
33.88093,-78.51317,16.8,2012-11-02,13:40:37,2,C7C - Altair
33.88093,-78.51306,14.2,2010-10-25,15:05:08,1.3,C7C - Chez Nous
33.88094,-78.51372,14.6,2013-11-07,21:51:44,2,CDE - Altair
33.88095,-78.51378,12.4,2013-06-17,12:24:25,0,1A1 - Marina Life
33.88095,-78.51347,16.9,2011-11-11,16:15:28,2,C7C - Altair
33.88095,-78.51333,19.1,2012-05-21,12:21:54,2,C7C - Altair
33.88095,-78.51327,15.9,2013-04-14,11:48:10,2,C7C - Altair
33.88095,-78.51320,16.7,2014-05-23,17:10:42,2,CDE - Altair
33.88095,-78.51310,16.8,2012-11-02,13:40:35,2,C7C - Altair
33.88096,-78.51298,14.3,2010-10-25,15:05:06,1.3,C7C - Chez Nous
33.88097,-78.51372,12.3,2013-06-17,12:24:27,0,1A1 - Marina Life
33.88097,-78.51361,13.7,2013-11-07,21:51:42,2,CDE - Altair
33.88097,-78.51325,19.2,2012-05-21,12:21:56,2,C7C - Altair
33.88097,-78.51312,16.9,2014-05-23,17:10:44,2,CDE - Altair
33.88097,-78.51302,17.0,2012-11-02,13:40:33,2,C7C - Altair
33.88098,-78.51363,12.3,2013-06-17,12:24:29,0,1A1 - Marina Life
33.88098,-78.51337,16.7,2011-11-11,16:15:26,2,C7C - Altair
33.88098,-78.51318,18.9,2012-05-21,12:21:58,2,C7C - Altair
33.88098,-78.51317,16.1,2013-04-14,11:48:12,2,C7C - Altair
33.88098,-78.51293,16.8,2012-11-02,13:40:31,2,C7C - Altair
33.88098,-78.51290,14.8,2010-10-25,15:05:04,1.3,C7C - Chez Nous
33.88099,-78.51303,17.5,2014-05-23,17:10:46,2,CDE - Altair
33.88100,-78.51357,12.2,2013-06-17,12:24:31,0,1A1 - Marina Life
33.88100,-78.51351,13.7,2013-11-07,21:51:40,2,CDE - Altair
33.88100,-78.51327,16.6,2011-11-11,16:15:24,2,C7C - Altair
33.88100,-78.51310,19.0,2012-05-21,12:22:00,2,C7C - Altair
33.88100,-78.51308,16.0,2013-04-14,11:48:14,2,C7C - Altair
33.88100,-78.51282,14.9,2010-10-25,15:05:02,1.3,C7C - Chez Nous
33.88102,-78.51302,19.2,2012-05-21,12:22:02,2,C7C - Altair
33.88102,-78.51294,17.6,2014-05-23,17:10:48,2,CDE - Altair
33.88102,-78.51287,16.9,2012-11-02,13:40:29,2,C7C - Altair
33.88102,-78.51274,15.3,2010-10-25,15:05:00,1.3,C7C - Chez Nous
33.88103,-78.51347,11.7,2013-06-17,12:24:34,0,1A1 - Marina Life
33.88103,-78.51317,17.1,2011-11-11,16:15:22,2,C7C - Altair
33.88103,-78.51298,16.7,2013-04-14,11:48:16,2,C7C - Altair
33.88103,-78.51278,16.9,2012-11-02,13:40:27,2,C7C - Altair
33.88104,-78.51286,17.8,2014-05-23,17:10:50,2,CDE - Altair
33.88105,-78.51340,11.7,2013-06-17,12:24:36,0,1A1 - Marina Life
33.88105,-78.51305,17.6,2011-11-11,16:15:20,2,C7C - Altair
33.88105,-78.51295,19.8,2012-05-21,12:22:04,2,C7C - Altair
33.88105,-78.51288,16.9,2013-04-14,11:48:18,2,C7C - Altair
33.88105,-78.51272,16.6,2012-11-02,13:40:25,2,C7C - Altair
33.88105,-78.51265,15.4,2010-10-25,15:04:58,1.3,C7C - Chez Nous
33.88106,-78.51277,18.2,2014-05-23,17:10:52,2,CDE - Altair
33.88107,-78.51287,20.3,2012-05-21,12:22:06,2,C7C - Altair
33.88107,-78.51263,16.8,2012-11-02,13:40:23,2,C7C - Altair
33.88108,-78.51338,12.2,2013-06-17,12:24:37,0,1A1 - Marina Life
33.88108,-78.51327,12.3,2013-06-17,12:24:40,0,1A1 - Marina Life
33.88108,-78.51295,17.6,2011-11-11,16:15:18,2,C7C - Altair
33.88108,-78.51280,17.0,2013-04-14,11:48:20,2,C7C - Altair
33.88108,-78.51278,20.4,2012-05-21,12:22:08,2,C7C - Altair
33.88108,-78.51268,18.2,2014-05-23,17:10:54,2,CDE - Altair
